"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 16 22:09:16 GMT 2025","Thu Jan 16 22:09:22 GMT 2025","5747","firefox","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 4: Logout User",""
"passed","Thu Jan 16 22:08:58 GMT 2025","Thu Jan 16 22:09:06 GMT 2025","7576","firefox","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 2: Login User with correct email and password",""
"passed","Thu Jan 16 22:09:07 GMT 2025","Thu Jan 16 22:09:12 GMT 2025","4526","firefox","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 5: Register User with existing email",""
"passed","Thu Jan 16 22:05:12 GMT 2025","Thu Jan 16 22:05:13 GMT 2025","371","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 12: DELETE METHOD To Delete User Account",""
"passed","Thu Jan 16 22:05:12 GMT 2025","Thu Jan 16 22:05:12 GMT 2025","135","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 6: POST To Search Product without search_product parameter",""
"passed","Thu Jan 16 22:05:11 GMT 2025","Thu Jan 16 22:05:12 GMT 2025","877","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 11: POST To Create/Register User Account",""
"passed","Thu Jan 16 22:06:59 GMT 2025","Thu Jan 16 22:06:59 GMT 2025","461","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 5: POST To Search Product (Positive test + preconditions for term ""top""",""
"passed","Thu Jan 16 22:06:44 GMT 2025","Thu Jan 16 22:06:52 GMT 2025","7359","chromium","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 1: Register User",""
"passed","Thu Jan 16 22:05:11 GMT 2025","Thu Jan 16 22:05:11 GMT 2025","550","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 1: Get All Products List",""
"passed","Thu Jan 16 22:06:21 GMT 2025","Thu Jan 16 22:06:25 GMT 2025","3659","chromium","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 8: Verify All Products and product detail page",""
"passed","Thu Jan 16 22:08:13 GMT 2025","Thu Jan 16 22:08:22 GMT 2025","9013","firefox","e2e/otherTests.spec.js","Tests for the sections: Other tests","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Thu Jan 16 22:05:12 GMT 2025","Thu Jan 16 22:05:13 GMT 2025","503","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 14: GET user account detail by email",""
"passed","Thu Jan 16 22:07:20 GMT 2025","Thu Jan 16 22:07:32 GMT 2025","11534","firefox","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 17: Remove Products From Cart",""
"passed","Thu Jan 16 22:05:11 GMT 2025","Thu Jan 16 22:05:11 GMT 2025","438","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 3: Get All Brands List",""
"passed","Thu Jan 16 22:06:27 GMT 2025","Thu Jan 16 22:06:30 GMT 2025","2627","chromium","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 19: View & Cart Brand Products",""
"passed","Thu Jan 16 22:08:03 GMT 2025","Thu Jan 16 22:08:09 GMT 2025","5949","firefox","e2e/contactUs_subscription.spec.js","Tests for the sections: Contact Us, Subscriptions","","","Test Case 11: Verify Subscription in Cart page",""
"passed","Thu Jan 16 22:07:00 GMT 2025","Thu Jan 16 22:07:01 GMT 2025","1204","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 7: POST To Verify Login with valid details",""
"passed","Thu Jan 16 22:07:51 GMT 2025","Thu Jan 16 22:07:56 GMT 2025","4261","firefox","e2e/contactUs_subscription.spec.js","Tests for the sections: Contact Us, Subscriptions","","","Test Case 10: Verify Subscription in home page",""
"passed","Thu Jan 16 22:08:58 GMT 2025","Thu Jan 16 22:09:13 GMT 2025","15012","firefox","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 1: Register User",""
"passed","Thu Jan 16 22:06:53 GMT 2025","Thu Jan 16 22:06:56 GMT 2025","2773","chromium","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 18: View Category Products",""
"passed","Thu Jan 16 22:08:06 GMT 2025","Thu Jan 16 22:08:11 GMT 2025","4883","firefox","e2e/otherTests.spec.js","Tests for the sections: Other tests","","","Test Case 7: Verify Test Cases Page",""
"passed","Thu Jan 16 22:05:29 GMT 2025","Thu Jan 16 22:05:35 GMT 2025","6315","chromium","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 13: Verify product quantity in Cart by add from ""Product details page""",""
"passed","Thu Jan 16 22:05:51 GMT 2025","Thu Jan 16 22:05:54 GMT 2025","2534","chromium","e2e/contactUs_subscription.spec.js","Tests for the sections: Contact Us, Subscriptions","","","Test Case 10: Verify Subscription in home page",""
