"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 21:42:19 GMT 2025","Fri Jan 03 21:42:22 GMT 2025","2726","Webkit","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 18: View Category Products",""
"passed","Fri Jan 03 21:33:55 GMT 2025","Fri Jan 03 21:34:00 GMT 2025","4747","firefox","e2e/otherTests.spec.js","Tests for the sections: Other tests","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Fri Jan 03 21:31:14 GMT 2025","Fri Jan 03 21:31:18 GMT 2025","3695","chromium","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 4: Logout User",""
"passed","Fri Jan 03 21:36:54 GMT 2025","Fri Jan 03 21:36:57 GMT 2025","2622","Webkit","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 17: Remove Products From Cart",""
"passed","Fri Jan 03 21:36:08 GMT 2025","Fri Jan 03 21:36:09 GMT 2025","182","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 4: PUT To All Brands List",""
"passed","Fri Jan 03 21:36:09 GMT 2025","Fri Jan 03 21:36:09 GMT 2025","213","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 5: POST To Search Product (Positive test + preconditions for term ""tshirt""",""
"passed","Fri Jan 03 21:28:22 GMT 2025","Fri Jan 03 21:28:22 GMT 2025","74","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 10: POST To Verify Login with invalid details",""
"passed","Fri Jan 03 21:35:02 GMT 2025","Fri Jan 03 21:35:04 GMT 2025","2314","firefox","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 19: View & Cart Brand Products",""
"passed","Fri Jan 03 21:28:38 GMT 2025","Fri Jan 03 21:28:49 GMT 2025","10604","chromium","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"passed","Fri Jan 03 21:29:00 GMT 2025","Fri Jan 03 21:29:05 GMT 2025","5030","chromium","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 15: Place Order: Register before Checkout",""
"passed","Fri Jan 03 21:36:10 GMT 2025","Fri Jan 03 21:36:10 GMT 2025","181","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 8: POST To Verify Login without email parameter",""
"passed","Fri Jan 03 21:36:00 GMT 2025","Fri Jan 03 21:36:06 GMT 2025","5758","firefox","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 5: Register User with existing email",""
"passed","Fri Jan 03 21:33:51 GMT 2025","Fri Jan 03 21:33:54 GMT 2025","3215","firefox","e2e/otherTests.spec.js","Tests for the sections: Other tests","","","Test Case 7: Verify Test Cases Page",""
"passed","Fri Jan 03 21:28:22 GMT 2025","Fri Jan 03 21:28:22 GMT 2025","88","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 11: POST To Create/Register User Account",""
"passed","Fri Jan 03 21:36:09 GMT 2025","Fri Jan 03 21:36:09 GMT 2025","213","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 5: POST To Search Product (Positive test + preconditions for term ""top""",""
"passed","Fri Jan 03 21:36:10 GMT 2025","Fri Jan 03 21:36:10 GMT 2025","180","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 7: POST To Verify Login with valid details",""
"passed","Fri Jan 03 21:28:22 GMT 2025","Fri Jan 03 21:28:22 GMT 2025","154","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 13: PUT METHOD To Update User Account",""
"passed","Fri Jan 03 21:31:26 GMT 2025","Fri Jan 03 21:31:27 GMT 2025","300","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 13: PUT METHOD To Update User Account",""
"passed","Fri Jan 03 21:32:34 GMT 2025","Fri Jan 03 21:32:39 GMT 2025","5521","firefox","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 24: Download Invoice after purchase order",""
"passed","Fri Jan 03 21:40:36 GMT 2025","Fri Jan 03 21:40:38 GMT 2025","2050","Webkit","e2e/contactUs_subscription.spec.js","Tests for the sections: Contact Us, Subscriptions","","","Test Case 11: Verify Subscription in Cart page",""
"passed","Fri Jan 03 21:31:27 GMT 2025","Fri Jan 03 21:31:27 GMT 2025","270","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 12: DELETE METHOD To Delete User Account",""
"passed","Fri Jan 03 21:33:10 GMT 2025","Fri Jan 03 21:33:15 GMT 2025","5198","firefox","e2e/contactUs_subscription.spec.js","Tests for the sections: Contact Us, Subscriptions","","","Test Case 6: Contact Us Form",""
"passed","Fri Jan 03 21:31:27 GMT 2025","Fri Jan 03 21:31:27 GMT 2025","248","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 14: GET user account detail by email",""
"passed","Fri Jan 03 21:28:21 GMT 2025","Fri Jan 03 21:28:21 GMT 2025","280","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 1: Get All Products List",""
"passed","Fri Jan 03 21:36:08 GMT 2025","Fri Jan 03 21:36:08 GMT 2025","195","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 2: POST To All Products List",""
"passed","Fri Jan 03 21:31:26 GMT 2025","Fri Jan 03 21:31:26 GMT 2025","204","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 9: DELETE To Verify Login",""
"passed","Fri Jan 03 21:43:20 GMT 2025","Fri Jan 03 21:43:26 GMT 2025","5802","Webkit","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 4: Logout User",""
"passed","Fri Jan 03 21:28:22 GMT 2025","Fri Jan 03 21:28:22 GMT 2025","83","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 7: POST To Verify Login with valid details",""
"passed","Fri Jan 03 21:41:55 GMT 2025","Fri Jan 03 21:42:09 GMT 2025","14413","Webkit","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 20: Search Products and Verify Cart After Login",""
"passed","Fri Jan 03 21:42:58 GMT 2025","Fri Jan 03 21:43:07 GMT 2025","8780","Webkit","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 1: Register User",""
"passed","Fri Jan 03 21:31:22 GMT 2025","Fri Jan 03 21:31:23 GMT 2025","944","firefox","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 1: Get All Products List",""
"passed","Fri Jan 03 21:28:55 GMT 2025","Fri Jan 03 21:29:00 GMT 2025","4963","chromium","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 14: Place Order: Register while Checkout",""
"passed","Fri Jan 03 21:43:08 GMT 2025","Fri Jan 03 21:43:14 GMT 2025","6622","Webkit","e2e/signupLogin.spec.js","Tests for the sections: Sign Up, Login","","","Test Case 2: Login User with correct email and password",""
"passed","Fri Jan 03 21:28:21 GMT 2025","Fri Jan 03 21:28:21 GMT 2025","76","chromium","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 4: PUT To All Brands List",""
"passed","Fri Jan 03 21:41:11 GMT 2025","Fri Jan 03 21:41:16 GMT 2025","4860","Webkit","e2e/otherTests.spec.js","Tests for the sections: Other tests","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Fri Jan 03 21:36:11 GMT 2025","Fri Jan 03 21:36:11 GMT 2025","222","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 12: DELETE METHOD To Delete User Account",""
"passed","Fri Jan 03 21:41:52 GMT 2025","Fri Jan 03 21:41:55 GMT 2025","2689","Webkit","e2e/products.spec.js","Tests for the sections: Products","","","Test Case 9: Search Product",""
"passed","Fri Jan 03 21:31:27 GMT 2025","Fri Jan 03 21:31:27 GMT 2025","308","firefox","api_tests/api_mocked.spec.js","API tests with mocked data","","","API_ 1(3): __Mocked_DATA__ Get All Products List",""
"passed","Fri Jan 03 21:32:13 GMT 2025","Fri Jan 03 21:32:15 GMT 2025","2167","firefox","e2e/cartCheckoutPayment.spec.js","Tests for the sections: Cart, Checkout, Payment","","","Test Case 22: Add to cart from Recommended items",""
"passed","Fri Jan 03 21:36:08 GMT 2025","Fri Jan 03 21:36:08 GMT 2025","212","Webkit","api_tests/api_automation.spec.js","API tests for the site automationexercise.com","","","API_ 3: Get All Brands List",""
